account_id,bank,home_city,primary_device,secondary_device
ACC00002334,BANK6,CITY4,DEV0002334,DEV9002334
ACC00002335,BANK7,CITY5,DEV0002335,DEV9002335
ACC00002336,BANK0,CITY6,DEV0002336,DEV9002336
ACC00002337,BANK1,CITY7,DEV0002337,DEV9002337
ACC00002338,BANK2,CITY8,DEV0002338,DEV9002338
ACC00002339,BANK3,CITY9,DEV0002339,DEV9002339
ACC00002340,BANK4,CITY0,DEV0002340,DEV9002340
ACC00002341,BANK5,CITY1,DEV0002341,DEV9002341
ACC00002342,BANK6,CITY2,DEV0002342,DEV9002342
ACC00002343,BANK7,CITY3,DEV0002343,DEV9002343
ACC00002344,BANK0,CITY4,DEV0002344,DEV9002344
ACC00002345,BANK1,CITY5,DEV0002345,DEV9002345
ACC00002346,BANK2,CITY6,DEV0002346,DEV9002346
ACC00002347,BANK3,CITY7,DEV0002347,DEV9002347
ACC00002348,BANK4,CITY8,DEV0002348,DEV9002348
ACC00002349,BANK5,CITY9,DEV0002349,DEV9002349
ACC00002350,BANK6,CITY0,DEV0002350,DEV9002350
ACC00002351,BANK7,CITY1,DEV0002351,DEV9002351
ACC00002352,BANK0,CITY2,DEV0002352,DEV9002352
ACC00002353,BANK1,CITY3,DEV0002353,DEV9002353
ACC00002354,BANK2,CITY4,DEV0002354,DEV9002354
ACC00002355,BANK3,CITY5,DEV0002355,DEV9002355
ACC00002356,BANK4,CITY6,DEV0002356,DEV9002356
ACC00002357,BANK5,CITY7,DEV0002357,DEV9002357
ACC00002358,BANK6,CITY8,DEV0002358,DEV9002358
ACC00002359,BANK7,CITY9,DEV0002359,DEV9002359
ACC00002360,BANK0,CITY0,DEV0002360,DEV9002360
ACC00002361,BANK1,CITY1,DEV0002361,DEV9002361
ACC00002362,BANK2,CITY2,DEV0002362,DEV9002362
ACC00002363,BANK3,CITY3,DEV0002363,DEV9002363
ACC00002364,BANK4,CITY4,DEV0002364,DEV9002364
ACC00002365,BANK5,CITY5,DEV0002365,DEV9002365
ACC00002366,BANK6,CITY6,DEV0002366,DEV9002366
ACC00002367,BANK7,CITY7,DEV0002367,DEV9002367
ACC00002368,BANK0,CITY8,DEV0002368,DEV9002368
ACC00002369,BANK1,CITY9,DEV0002369,DEV9002369
ACC00002370,BANK2,CITY0,DEV0002370,DEV9002370
ACC00002371,BANK3,CITY1,DEV0002371,DEV9002371
ACC00002372,BANK4,CITY2,DEV0002372,DEV9002372
ACC00002373,BANK5,CITY3,DEV0002373,DEV9002373
ACC00002374,BANK6,CITY4,DEV0002374,DEV9002374
ACC00002375,BANK7,CITY5,DEV0002375,DEV9002375
ACC00002376,BANK0,CITY6,DEV0002376,DEV9002376
ACC00002377,BANK1,CITY7,DEV0002377,DEV9002377
ACC00002378,BANK2,CITY8,DEV0002378,DEV9002378
ACC00002379,BANK3,CITY9,DEV0002379,DEV9002379
ACC00002380,BANK4,CITY0,DEV0002380,DEV9002380
ACC00002381,BANK5,CITY1,DEV0002381,DEV9002381
ACC00002382,BANK6,CITY2,DEV0002382,DEV9002382
ACC00002383,BANK7,CITY3,DEV0002383,DEV9002383
ACC00002384,BANK0,CITY4,DEV0002384,DEV9002384
ACC00002385,BANK1,CITY5,DEV0002385,DEV9002385
ACC00002386,BANK2,CITY6,DEV0002386,DEV9002386
ACC00002387,BANK3,CITY7,DEV0002387,DEV9002387
ACC00002388,BANK4,CITY8,DEV0002388,DEV9002388
ACC00002389,BANK5,CITY9,DEV0002389,DEV9002389
ACC00002390,BANK6,CITY0,DEV0002390,DEV9002390
ACC00002391,BANK7,CITY1,DEV0002391,DEV9002391
ACC00002392,BANK0,CITY2,DEV0002392,DEV9002392
ACC00002393,BANK1,CITY3,DEV0002393,DEV9002393
ACC00002394,BANK2,CITY4,DEV0002394,DEV9002394
ACC00002395,BANK3,CITY5,DEV0002395,DEV9002395
ACC00002396,BANK4,CITY6,DEV0002396,DEV9002396
ACC00002397,BANK5,CITY7,DEV0002397,DEV9002397
ACC00002398,BANK6,CITY8,DEV0002398,DEV9002398
ACC00002399,BANK7,CITY9,DEV0002399,DEV9002399
ACC00002400,BANK0,CITY0,DEV0002400,DEV9002400
ACC00002401,BANK1,CITY1,DEV0002401,DEV9002401
ACC00002402,BANK2,CITY2,DEV0002402,DEV9002402
ACC00002403,BANK3,CITY3,DEV0002403,DEV9002403
ACC00002404,BANK4,CITY4,DEV0002404,DEV9002404
ACC00002405,BANK5,CITY5,DEV0002405,DEV9002405
ACC00002406,BANK6,CITY6,DEV0002406,DEV9002406
ACC00002407,BANK7,CITY7,DEV0002407,DEV9002407
ACC00002408,BANK0,CITY8,DEV0002408,DEV9002408
ACC00002409,BANK1,CITY9,DEV0002409,DEV9002409
ACC00002410,BANK2,CITY0,DEV0002410,DEV9002410
ACC00002411,BANK3,CITY1,DEV0002411,DEV9002411
ACC00002412,BANK4,CITY2,DEV0002412,DEV9002412
ACC00002413,BANK5,CITY3,DEV0002413,DEV9002413
ACC00002414,BANK6,CITY4,DEV0002414,DEV9002414
ACC00002415,BANK7,CITY5,DEV0002415,DEV9002415
ACC00002416,BANK0,CITY6,DEV0002416,DEV9002416
ACC00002417,BANK1,CITY7,DEV0002417,DEV9002417
ACC00002418,BANK2,CITY8,DEV0002418,DEV9002418
ACC00002419,BANK3,CITY9,DEV0002419,DEV9002419
ACC00002420,BANK4,CITY0,DEV0002420,DEV9002420
ACC00002421,BANK5,CITY1,DEV0002421,DEV9002421
ACC00002422,BANK6,CITY2,DEV0002422,DEV9002422
ACC00002423,BANK7,CITY3,DEV0002423,DEV9002423
ACC00002424,BANK0,CITY4,DEV0002424,DEV9002424
ACC00002425,BANK1,CITY5,DEV0002425,DEV9002425
ACC00002426,BANK2,CITY6,DEV0002426,DEV9002426
ACC00002427,BANK3,CITY7,DEV0002427,DEV9002427
ACC00002428,BANK4,CITY8,DEV0002428,DEV9002428
ACC00002429,BANK5,CITY9,DEV0002429,DEV9002429
ACC00002430,BANK6,CITY0,DEV0002430,DEV9002430
ACC00002431,BANK7,CITY1,DEV0002431,DEV9002431
ACC00002432,BANK0,CITY2,DEV0002432,DEV9002432
ACC00002433,BANK1,CITY3,DEV0002433,DEV9002433
ACC00002434,BANK2,CITY4,DEV0002434,DEV9002434
ACC00002435,BANK3,CITY5,DEV0002435,DEV9002435
ACC00002436,BANK4,CITY6,DEV0002436,DEV9002436
ACC00002437,BANK5,CITY7,DEV0002437,DEV9002437
ACC00002438,BANK6,CITY8,DEV0002438,DEV9002438
ACC00002439,BANK7,CITY9,DEV0002439,DEV9002439
ACC00002440,BANK0,CITY0,DEV0002440,DEV9002440
ACC00002441,BANK1,CITY1,DEV0002441,DEV9002441
ACC00002442,BANK2,CITY2,DEV0002442,DEV9002442
ACC00002443,BANK3,CITY3,DEV0002443,DEV9002443
ACC00002444,BANK4,CITY4,DEV0002444,DEV9002444
ACC00002445,BANK5,CITY5,DEV0002445,DEV9002445
ACC00002446,BANK6,CITY6,DEV0002446,DEV9002446
ACC00002447,BANK7,CITY7,DEV0002447,DEV9002447
ACC00002448,BANK0,CITY8,DEV0002448,DEV9002448
ACC00002449,BANK1,CITY9,DEV0002449,DEV9002449
ACC00002450,BANK2,CITY0,DEV0002450,DEV9002450
ACC00002451,BANK3,CITY1,DEV0002451,DEV9002451
ACC00002452,BANK4,CITY2,DEV0002452,DEV9002452
ACC00002453,BANK5,CITY3,DEV0002453,DEV9002453
ACC00002454,BANK6,CITY4,DEV0002454,DEV9002454
ACC00002455,BANK7,CITY5,DEV0002455,DEV9002455
ACC00002456,BANK0,CITY6,DEV0002456,DEV9002456
ACC00002457,BANK1,CITY7,DEV0002457,DEV9002457
ACC00002458,BANK2,CITY8,DEV0002458,DEV9002458
ACC00002459,BANK3,CITY9,DEV0002459,DEV9002459
ACC00002460,BANK4,CITY0,DEV0002460,DEV9002460
ACC00002461,BANK5,CITY1,DEV0002461,DEV9002461
ACC00002462,BANK6,CITY2,DEV0002462,DEV9002462
ACC00002463,BANK7,CITY3,DEV0002463,DEV9002463
ACC00002464,BANK0,CITY4,DEV0002464,DEV9002464
ACC00002465,BANK1,CITY5,DEV0002465,DEV9002465
ACC00002466,BANK2,CITY6,DEV0002466,DEV9002466
ACC00002467,BANK3,CITY7,DEV0002467,DEV9002467
ACC00002468,BANK4,CITY8,DEV0002468,DEV9002468
ACC00002469,BANK5,CITY9,DEV0002469,DEV9002469
ACC00002470,BANK6,CITY0,DEV0002470,DEV9002470
ACC00002471,BANK7,CITY1,DEV0002471,DEV9002471
ACC00002472,BANK0,CITY2,DEV0002472,DEV9002472
ACC00002473,BANK1,CITY3,DEV0002473,DEV9002473
ACC00002474,BANK2,CITY4,DEV0002474,DEV9002474
ACC00002475,BANK3,CITY5,DEV0002475,DEV9002475
ACC00002476,BANK4,CITY6,DEV0002476,DEV9002476
ACC00002477,BANK5,CITY7,DEV0002477,DEV9002477
ACC00002478,BANK6,CITY8,DEV0002478,DEV9002478
ACC00002479,BANK7,CITY9,DEV0002479,DEV9002479
ACC00002480,BANK0,CITY0,DEV0002480,DEV9002480
ACC00002481,BANK1,CITY1,DEV0002481,DEV9002481
ACC00002482,BANK2,CITY2,DEV0002482,DEV9002482
ACC00002483,BANK3,CITY3,DEV0002483,DEV9002483
ACC00002484,BANK4,CITY4,DEV0002484,DEV9002484
ACC00002485,BANK5,CITY5,DEV0002485,DEV9002485
ACC00002486,BANK6,CITY6,DEV0002486,DEV9002486
ACC00002487,BANK7,CITY7,DEV0002487,DEV9002487
ACC00002488,BANK0,CITY8,DEV0002488,DEV9002488
ACC00002489,BANK1,CITY9,DEV0002489,DEV9002489
ACC00002490,BANK2,CITY0,DEV0002490,DEV9002490
ACC00002491,BANK3,CITY1,DEV0002491,DEV9002491
ACC00002492,BANK4,CITY2,DEV0002492,DEV9002492
ACC00002493,BANK5,CITY3,DEV0002493,DEV9002493
ACC00002494,BANK6,CITY4,DEV0002494,DEV9002494
ACC00002495,BANK7,CITY5,DEV0002495,DEV9002495
ACC00002496,BANK0,CITY6,DEV0002496,DEV9002496
ACC00002497,BANK1,CITY7,DEV0002497,DEV9002497
ACC00002498,BANK2,CITY8,DEV0002498,DEV9002498
ACC00002499,BANK3,CITY9,DEV0002499,DEV9002499
ACC00002500,BANK4,CITY0,DEV0002500,DEV9002500
ACC00002501,BANK5,CITY1,DEV0002501,DEV9002501
ACC00002502,BANK6,CITY2,DEV0002502,DEV9002502
ACC00002503,BANK7,CITY3,DEV0002503,DEV9002503
ACC00002504,BANK0,CITY4,DEV0002504,DEV9002504
ACC00002505,BANK1,CITY5,DEV0002505,DEV9002505
ACC00002506,BANK2,CITY6,DEV0002506,DEV9002506
ACC00002507,BANK3,CITY7,DEV0002507,DEV9002507
ACC00002508,BANK4,CITY8,DEV0002508,DEV9002508
ACC00002509,BANK5,CITY9,DEV0002509,DEV9002509
ACC00002510,BANK6,CITY0,DEV0002510,DEV9002510
ACC00002511,BANK7,CITY1,DEV0002511,DEV9002511
ACC00002512,BANK0,CITY2,DEV0002512,DEV9002512
ACC00002513,BANK1,CITY3,DEV0002513,DEV9002513
ACC00002514,BANK2,CITY4,DEV0002514,DEV9002514
ACC00002515,BANK3,CITY5,DEV0002515,DEV9002515
ACC00002516,BANK4,CITY6,DEV0002516,DEV9002516
ACC00002517,BANK5,CITY7,DEV0002517,DEV9002517
ACC00002518,BANK6,CITY8,DEV0002518,DEV9002518
ACC00002519,BANK7,CITY9,DEV0002519,DEV9002519
ACC00002520,BANK0,CITY0,DEV0002520,DEV9002520
ACC00002521,BANK1,CITY1,DEV0002521,DEV9002521
ACC00002522,BANK2,CITY2,DEV0002522,DEV9002522
ACC00002523,BANK3,CITY3,DEV0002523,DEV9002523
ACC00002524,BANK4,CITY4,DEV0002524,DEV9002524
ACC00002525,BANK5,CITY5,DEV0002525,DEV9002525
ACC00002526,BANK6,CITY6,DEV0002526,DEV9002526
ACC00002527,BANK7,CITY7,DEV0002527,DEV9002527
ACC00002528,BANK0,CITY8,DEV0002528,DEV9002528
ACC00002529,BANK1,CITY9,DEV0002529,DEV9002529
ACC00002530,BANK2,CITY0,DEV0002530,DEV9002530
ACC00002531,BANK3,CITY1,DEV0002531,DEV9002531
ACC00002532,BANK4,CITY2,DEV0002532,DEV9002532
ACC00002533,BANK5,CITY3,DEV0002533,DEV9002533
ACC00002534,BANK6,CITY4,DEV0002534,DEV9002534
ACC00002535,BANK7,CITY5,DEV0002535,DEV9002535
ACC00002536,BANK0,CITY6,DEV0002536,DEV9002536
ACC00002537,BANK1,CITY7,DEV0002537,DEV9002537
ACC00002538,BANK2,CITY8,DEV0002538,DEV9002538
ACC00002539,BANK3,CITY9,DEV0002539,DEV9002539
ACC00002540,BANK4,CITY0,DEV0002540,DEV9002540
ACC00002541,BANK5,CITY1,DEV0002541,DEV9002541
ACC00002542,BANK6,CITY2,DEV0002542,DEV9002542
ACC00002543,BANK7,CITY3,DEV0002543,DEV9002543
ACC00002544,BANK0,CITY4,DEV0002544,DEV9002544
ACC00002545,BANK1,CITY5,DEV0002545,DEV9002545
ACC00002546,BANK2,CITY6,DEV0002546,DEV9002546
ACC00002547,BANK3,CITY7,DEV0002547,DEV9002547
ACC00002548,BANK4,CITY8,DEV0002548,DEV9002548
ACC00002549,BANK5,CITY9,DEV0002549,DEV9002549
ACC00002550,BANK6,CITY0,DEV0002550,DEV9002550
ACC00002551,BANK7,CITY1,DEV0002551,DEV9002551
ACC00002552,BANK0,CITY2,DEV0002552,DEV9002552
ACC00002553,BANK1,CITY3,DEV0002553,DEV9002553
ACC00002554,BANK2,CITY4,DEV0002554,DEV9002554
ACC00002555,BANK3,CITY5,DEV0002555,DEV9002555
ACC00002556,BANK4,CITY6,DEV0002556,DEV9002556
ACC00002557,BANK5,CITY7,DEV0002557,DEV9002557
ACC00002558,BANK6,CITY8,DEV0002558,DEV9002558
ACC00002559,BANK7,CITY9,DEV0002559,DEV9002559
ACC00002560,BANK0,CITY0,DEV0002560,DEV9002560
ACC00002561,BANK1,CITY1,DEV0002561,DEV9002561
ACC00002562,BANK2,CITY2,DEV0002562,DEV9002562
ACC00002563,BANK3,CITY3,DEV0002563,DEV9002563
ACC00002564,BANK4,CITY4,DEV0002564,DEV9002564
ACC00002565,BANK5,CITY5,DEV0002565,DEV9002565
ACC00002566,BANK6,CITY6,DEV0002566,DEV9002566
ACC00002567,BANK7,CITY7,DEV0002567,DEV9002567
ACC00002568,BANK0,CITY8,DEV0002568,DEV9002568
ACC00002569,BANK1,CITY9,DEV0002569,DEV9002569
ACC00002570,BANK2,CITY0,DEV0002570,DEV9002570
ACC00002571,BANK3,CITY1,DEV0002571,DEV9002571
ACC00002572,BANK4,CITY2,DEV0002572,DEV9002572
ACC00002573,BANK5,CITY3,DEV0002573,DEV9002573
ACC00002574,BANK6,CITY4,DEV0002574,DEV9002574
ACC00002575,BANK7,CITY5,DEV0002575,DEV9002575
ACC00002576,BANK0,CITY6,DEV0002576,DEV9002576
ACC00002577,BANK1,CITY7,DEV0002577,DEV9002577
ACC00002578,BANK2,CITY8,DEV0002578,DEV9002578
ACC00002579,BANK3,CITY9,DEV0002579,DEV9002579
ACC00002580,BANK4,CITY0,DEV0002580,DEV9002580
ACC00002581,BANK5,CITY1,DEV0002581,DEV9002581
ACC00002582,BANK6,CITY2,DEV0002582,DEV9002582
ACC00002583,BANK7,CITY3,DEV0002583,DEV9002583
ACC00002584,BANK0,CITY4,DEV0002584,DEV9002584
ACC00002585,BANK1,CITY5,DEV0002585,DEV9002585
ACC00002586,BANK2,CITY6,DEV0002586,DEV9002586
ACC00002587,BANK3,CITY7,DEV0002587,DEV9002587
ACC00002588,BANK4,CITY8,DEV0002588,DEV9002588
ACC00002589,BANK5,CITY9,DEV0002589,DEV9002589
ACC00002590,BANK6,CITY0,DEV0002590,DEV9002590
ACC00002591,BANK7,CITY1,DEV0002591,DEV9002591
ACC00002592,BANK0,CITY2,DEV0002592,DEV9002592
ACC00002593,BANK1,CITY3,DEV0002593,DEV9002593
ACC00002594,BANK2,CITY4,DEV0002594,DEV9002594
ACC00002595,BANK3,CITY5,DEV0002595,DEV9002595
ACC00002596,BANK4,CITY6,DEV0002596,DEV9002596
ACC00002597,BANK5,CITY7,DEV0002597,DEV9002597
ACC00002598,BANK6,CITY8,DEV0002598,DEV9002598
ACC00002599,BANK7,CITY9,DEV0002599,DEV9002599
ACC00002600,BANK0,CITY0,DEV0002600,DEV9002600
ACC00002601,BANK1,CITY1,DEV0002601,DEV9002601
ACC00002602,BANK2,CITY2,DEV0002602,DEV9002602
ACC00002603,BANK3,CITY3,DEV0002603,DEV9002603
ACC00002604,BANK4,CITY4,DEV0002604,DEV9002604
ACC00002605,BANK5,CITY5,DEV0002605,DEV9002605
ACC00002606,BANK6,CITY6,DEV0002606,DEV9002606
ACC00002607,BANK7,CITY7,DEV0002607,DEV9002607
ACC00002608,BANK0,CITY8,DEV0002608,DEV9002608
ACC00002609,BANK1,CITY9,DEV0002609,DEV9002609
ACC00002610,BANK2,CITY0,DEV0002610,DEV9002610
ACC00002611,BANK3,CITY1,DEV0002611,DEV9002611
ACC00002612,BANK4,CITY2,DEV0002612,DEV9002612
ACC00002613,BANK5,CITY3,DEV0002613,DEV9002613
ACC00002614,BANK6,CITY4,DEV0002614,DEV9002614
ACC00002615,BANK7,CITY5,DEV0002615,DEV9002615
ACC00002616,BANK0,CITY6,DEV0002616,DEV9002616
ACC00002617,BANK1,CITY7,DEV0002617,DEV9002617
ACC00002618,BANK2,CITY8,DEV0002618,DEV9002618
ACC00002619,BANK3,CITY9,DEV0002619,DEV9002619
ACC00002620,BANK4,CITY0,DEV0002620,DEV9002620
ACC00002621,BANK5,CITY1,DEV0002621,DEV9002621
ACC00002622,BANK6,CITY2,DEV0002622,DEV9002622
ACC00002623,BANK7,CITY3,DEV0002623,DEV9002623
ACC00002624,BANK0,CITY4,DEV0002624,DEV9002624
ACC00002625,BANK1,CITY5,DEV0002625,DEV9002625
ACC00002626,BANK2,CITY6,DEV0002626,DEV9002626
ACC00002627,BANK3,CITY7,DEV0002627,DEV9002627
ACC00002628,BANK4,CITY8,DEV0002628,DEV9002628
ACC00002629,BANK5,CITY9,DEV0002629,DEV9002629
ACC00002630,BANK6,CITY0,DEV0002630,DEV9002630
ACC00002631,BANK7,CITY1,DEV0002631,DEV9002631
ACC00002632,BANK0,CITY2,DEV0002632,DEV9002632
ACC00002633,BANK1,CITY3,DEV0002633,DEV9002633
ACC00002634,BANK2,CITY4,DEV0002634,DEV9002634
ACC00002635,BANK3,CITY5,DEV0002635,DEV9002635
ACC00002636,BANK4,CITY6,DEV0002636,DEV9002636
ACC00002637,BANK5,CITY7,DEV0002637,DEV9002637
ACC00002638,BANK6,CITY8,DEV0002638,DEV9002638
ACC00002639,BANK7,CITY9,DEV0002639,DEV9002639
ACC00002640,BANK0,CITY0,DEV0002640,DEV9002640
ACC00002641,BANK1,CITY1,DEV0002641,DEV9002641
ACC00002642,BANK2,CITY2,DEV0002642,DEV9002642
ACC00002643,BANK3,CITY3,DEV0002643,DEV9002643
ACC00002644,BANK4,CITY4,DEV0002644,DEV9002644
ACC00002645,BANK5,CITY5,DEV0002645,DEV9002645
ACC00002646,BANK6,CITY6,DEV0002646,DEV9002646
ACC00002647,BANK7,CITY7,DEV0002647,DEV9002647
ACC00002648,BANK0,CITY8,DEV0002648,DEV9002648
ACC00002649,BANK1,CITY9,DEV0002649,DEV9002649
ACC00002650,BANK2,CITY0,DEV0002650,DEV9002650
ACC00002651,BANK3,CITY1,DEV0002651,DEV9002651
ACC00002652,BANK4,CITY2,DEV0002652,DEV9002652
ACC00002653,BANK5,CITY3,DEV0002653,DEV9002653
ACC00002654,BANK6,CITY4,DEV0002654,DEV9002654
ACC00002655,BANK7,CITY5,DEV0002655,DEV9002655
ACC00002656,BANK0,CITY6,DEV0002656,DEV9002656
ACC00002657,BANK1,CITY7,DEV0002657,DEV9002657
ACC00002658,BANK2,CITY8,DEV0002658,DEV9002658
ACC00002659,BANK3,CITY9,DEV0002659,DEV9002659
ACC00002660,BANK4,CITY0,DEV0002660,DEV9002660
ACC00002661,BANK5,CITY1,DEV0002661,DEV9002661
ACC00002662,BANK6,CITY2,DEV0002662,DEV9002662
ACC00002663,BANK7,CITY3,DEV0002663,DEV9002663
ACC00002664,BANK0,CITY4,DEV0002664,DEV9002664
ACC00002665,BANK1,CITY5,DEV0002665,DEV9002665
ACC00002666,BANK2,CITY6,DEV0002666,DEV9002666
ACC00002667,BANK3,CITY7,DEV0002667,DEV9002667
ACC00002668,BANK4,CITY8,DEV0002668,DEV9002668
ACC00002669,BANK5,CITY9,DEV0002669,DEV9002669
ACC00002670,BANK6,CITY0,DEV0002670,DEV9002670
ACC00002671,BANK7,CITY1,DEV0002671,DEV9002671
ACC00002672,BANK0,CITY2,DEV0002672,DEV9002672
ACC00002673,BANK1,CITY3,DEV0002673,DEV9002673
ACC00002674,BANK2,CITY4,DEV0002674,DEV9002674
ACC00002675,BANK3,CITY5,DEV0002675,DEV9002675
ACC00002676,BANK4,CITY6,DEV0002676,DEV9002676
ACC00002677,BANK5,CITY7,DEV0002677,DEV9002677
ACC00002678,BANK6,CITY8,DEV0002678,DEV9002678
ACC00002679,BANK7,CITY9,DEV0002679,DEV9002679
ACC00002680,BANK0,CITY0,DEV0002680,DEV9002680
ACC00002681,BANK1,CITY1,DEV0002681,DEV9002681
ACC00002682,BANK2,CITY2,DEV0002682,DEV9002682
ACC00002683,BANK3,CITY3,DEV0002683,DEV9002683
ACC00002684,BANK4,CITY4,DEV0002684,DEV9002684
ACC00002685,BANK5,CITY5,DEV0002685,DEV9002685
ACC00002686,BANK6,CITY6,DEV0002686,DEV9002686
ACC00002687,BANK7,CITY7,DEV0002687,DEV9002687
ACC00002688,BANK0,CITY8,DEV0002688,DEV9002688
ACC00002689,BANK1,CITY9,DEV0002689,DEV9002689
ACC00002690,BANK2,CITY0,DEV0002690,DEV9002690
ACC00002691,BANK3,CITY1,DEV0002691,DEV9002691
ACC00002692,BANK4,CITY2,DEV0002692,DEV9002692
ACC00002693,BANK5,CITY3,DEV0002693,DEV9002693
ACC00002694,BANK6,CITY4,DEV0002694,DEV9002694
ACC00002695,BANK7,CITY5,DEV0002695,DEV9002695
ACC00002696,BANK0,CITY6,DEV0002696,DEV9002696
ACC00002697,BANK1,CITY7,DEV0002697,DEV9002697
ACC00002698,BANK2,CITY8,DEV0002698,DEV9002698
ACC00002699,BANK3,CITY9,DEV0002699,DEV9002699
ACC00002700,BANK4,CITY0,DEV0002700,DEV9002700
ACC00002701,BANK5,CITY1,DEV0002701,DEV9002701
ACC00002702,BANK6,CITY2,DEV0002702,DEV9002702
ACC00002703,BANK7,CITY3,DEV0002703,DEV9002703
ACC00002704,BANK0,CITY4,DEV0002704,DEV9002704
ACC00002705,BANK1,CITY5,DEV0002705,DEV9002705
ACC00002706,BANK2,CITY6,DEV0002706,DEV9002706
ACC00002707,BANK3,CITY7,DEV0002707,DEV9002707
ACC00002708,BANK4,CITY8,DEV0002708,DEV9002708
ACC00002709,BANK5,CITY9,DEV0002709,DEV9002709
ACC00002710,BANK6,CITY0,DEV0002710,DEV9002710
ACC00002711,BANK7,CITY1,DEV0002711,DEV9002711
ACC00002712,BANK0,CITY2,DEV0002712,DEV9002712
ACC00002713,BANK1,CITY3,DEV0002713,DEV9002713
ACC00002714,BANK2,CITY4,DEV0002714,DEV9002714
ACC00002715,BANK3,CITY5,DEV0002715,DEV9002715
ACC00002716,BANK4,CITY6,DEV0002716,DEV9002716
ACC00002717,BANK5,CITY7,DEV0002717,DEV9002717
ACC00002718,BANK6,CITY8,DEV0002718,DEV9002718
ACC00002719,BANK7,CITY9,DEV0002719,DEV9002719
ACC00002720,BANK0,CITY0,DEV0002720,DEV9002720
ACC00002721,BANK1,CITY1,DEV0002721,DEV9002721
ACC00002722,BANK2,CITY2,DEV0002722,DEV9002722
ACC00002723,BANK3,CITY3,DEV0002723,DEV9002723
ACC00002724,BANK4,CITY4,DEV0002724,DEV9002724
ACC00002725,BANK5,CITY5,DEV0002725,DEV9002725
ACC00002726,BANK6,CITY6,DEV0002726,DEV9002726
ACC00002727,BANK7,CITY7,DEV0002727,DEV9002727
ACC00002728,BANK0,CITY8,DEV0002728,DEV9002728
ACC00002729,BANK1,CITY9,DEV0002729,DEV9002729
ACC00002730,BANK2,CITY0,DEV0002730,DEV9002730
ACC00002731,BANK3,CITY1,DEV0002731,DEV9002731
ACC00002732,BANK4,CITY2,DEV0002732,DEV9002732
ACC00002733,BANK5,CITY3,DEV0002733,DEV9002733
ACC00002734,BANK6,CITY4,DEV0002734,DEV9002734
ACC00002735,BANK7,CITY5,DEV0002735,DEV9002735
ACC00002736,BANK0,CITY6,DEV0002736,DEV9002736
ACC00002737,BANK1,CITY7,DEV0002737,DEV9002737
ACC00002738,BANK2,CITY8,DEV0002738,DEV9002738
ACC00002739,BANK3,CITY9,DEV0002739,DEV9002739
ACC00002740,BANK4,CITY0,DEV0002740,DEV9002740
ACC00002741,BANK5,CITY1,DEV0002741,DEV9002741
ACC00002742,BANK6,CITY2,DEV0002742,DEV9002742
ACC00002743,BANK7,CITY3,DEV0002743,DEV9002743
ACC00002744,BANK0,CITY4,DEV0002744,DEV9002744
ACC00002745,BANK1,CITY5,DEV0002745,DEV9002745
ACC00002746,BANK2,CITY6,DEV0002746,DEV9002746
ACC00002747,BANK3,CITY7,DEV0002747,DEV9002747
ACC00002748,BANK4,CITY8,DEV0002748,DEV9002748
ACC00002749,BANK5,CITY9,DEV0002749,DEV9002749
ACC00002750,BANK6,CITY0,DEV0002750,DEV9002750
ACC00002751,BANK7,CITY1,DEV0002751,DEV9002751
ACC00002752,BANK0,CITY2,DEV0002752,DEV9002752
ACC00002753,BANK1,CITY3,DEV0002753,DEV9002753
ACC00002754,BANK2,CITY4,DEV0002754,DEV9002754
ACC00002755,BANK3,CITY5,DEV0002755,DEV9002755
ACC00002756,BANK4,CITY6,DEV0002756,DEV9002756
ACC00002757,BANK5,CITY7,DEV0002757,DEV9002757
ACC00002758,BANK6,CITY8,DEV0002758,DEV9002758
ACC00002759,BANK7,CITY9,DEV0002759,DEV9002759
ACC00002760,BANK0,CITY0,DEV0002760,DEV9002760
ACC00002761,BANK1,CITY1,DEV0002761,DEV9002761
ACC00002762,BANK2,CITY2,DEV0002762,DEV9002762
ACC00002763,BANK3,CITY3,DEV0002763,DEV9002763
ACC00002764,BANK4,CITY4,DEV0002764,DEV9002764
ACC00002765,BANK5,CITY5,DEV0002765,DEV9002765
ACC00002766,BANK6,CITY6,DEV0002766,DEV9002766
ACC00002767,BANK7,CITY7,DEV0002767,DEV9002767
ACC00002768,BANK0,CITY8,DEV0002768,DEV9002768
ACC00002769,BANK1,CITY9,DEV0002769,DEV9002769
ACC00002770,BANK2,CITY0,DEV0002770,DEV9002770
ACC00002771,BANK3,CITY1,DEV0002771,DEV9002771
ACC00002772,BANK4,CITY2,DEV0002772,DEV9002772
ACC00002773,BANK5,CITY3,DEV0002773,DEV9002773
ACC00002774,BANK6,CITY4,DEV0002774,DEV9002774
ACC00002775,BANK7,CITY5,DEV0002775,DEV9002775
ACC00002776,BANK0,CITY6,DEV0002776,DEV9002776
ACC00002777,BANK1,CITY7,DEV0002777,DEV9002777
ACC00002778,BANK2,CITY8,DEV0002778,DEV9002778
ACC00002779,BANK3,CITY9,DEV0002779,DEV9002779
ACC00002780,BANK4,CITY0,DEV0002780,DEV9002780
ACC00002781,BANK5,CITY1,DEV0002781,DEV9002781
ACC00002782,BANK6,CITY2,DEV0002782,DEV9002782
ACC00002783,BANK7,CITY3,DEV0002783,DEV9002783
